index,published,topic,term,domain,language,valid,de,title,description,en,la,url,image,archive,content,quote,added,feed,country,ipcc,continent
eb39ffe2ffc2bfe979ea75a7577baeec,2025-12-03T23:00:34Z,Volcano,volcán puracé colombia,www.bostonherald.com,es,0.9,"Sie bereiten die Evakuierung der Umgebung des Puracé-Vulkans in Kolumbien wegen der Ausbruchsgefahr vor. Associated Press BOGOTÁ (AP) – Die kolumbianischen Behörden bereiteten am Mittwoch die vorbeugende Evakuierung von Hunderten Einwohnern aus den Gebieten rund um den Puracé-Vulkan im Südwesten des Landes vor, nachdem seine seismische Aktivität zugenommen hatte, ein Indikator…",Preparan evacuación de zona aledaña a volcán Puracé en Colombia por riesgo de erupción,"Associated Press BOGOTÁ (AP) — Las autoridades colombianas preparaban el miércoles la evacuación preventiva de cientos de pobladores de las zonas aledañas al volcán Puracé, ubicado en el suroeste del país, tras el aumento de su actividad sísmica, un indicador…","They prepare evacuation of the area surrounding the Puracé volcano in Colombia due to the risk of eruption. Associated Press BOGOTÁ (AP) — Colombian authorities were preparing on Wednesday the preventive evacuation of hundreds of residents from the areas surrounding the Puracé volcano, located in the southwest of the country, after the increase in its seismic activity, an indicator…","Praeparant evacuationem areae circa Vulcanum in Colombia Puracé ob eruptionis periculum. Consociata Press BOGOTÁ (AP) - Auctoritates Colombianas die Mercurii parabant evacuationem centenariorum incolarum ex areis circa Vulcanum Puracé, in meridiem nationis situm, post auctum in activitate seismica, signum…",https://www.bostonherald.com/2025/12/03/preparan-evacuacin-de-zona-aledaa-a-volcn-purac-en-colombia-por-riesgo-de-erupcin/,https://www.bostonherald.com/wp-content/uploads/2018/11/Herald_BridgePhoto.jpg,,"Associated Press
BOGOTÁ (AP) — Las autoridades colombianas preparaban el miércoles la evacuación preventiva de cientos de pobladores de las zonas aledañas al volcán Puracé, ubicado en el suroeste de… [+1457 chars]",,2025-12-12 10:31:59+00:00,eonet,Colombia,NWS,South-America
31b9b02ee965b4fbe3123c301ede4484,2025-12-05T23:07:22Z,Volcano,volcán puracé colombia,www.bostonherald.com,es,0.9,"Der kolumbianische Ombudsmann warnt vor Mängeln im Evakuierungsplan aufgrund der Gefahr eines Vulkanausbruchs. Von ASTRID SUÁREZ BOGOTÁ (AP) – Das staatliche Ombudsmannbüro in Kolumbien warnte am Freitag, dass es Mängel im präventiven Evakuierungsplan für die Bevölkerung in dem Hochrisikogebiet aufgrund des möglichen Ausbruchs des Puracé-Vulkans gebe, der seine...",Defensoría colombiana advierte falencias en plan de evacuación por riesgo de erupción de volcán,"Por ASTRID SUÁREZ BOGOTÁ (AP) — La estatal Defensoría del Pueblo en Colombia advirtió el viernes que hay falencias en el plan de evacuación preventiva para la población en la zona de alto riesgo por la eventual erupción del volcán Puracé, que ha aumentado su …","Colombian Ombudsman warns of shortcomings in the evacuation plan due to the risk of a volcano eruption. By ASTRID SUÁREZ BOGOTÁ (AP) — The state Ombudsman's Office in Colombia warned on Friday that there are shortcomings in the preventive evacuation plan for the population in the high-risk area due to the eventual eruption of the Puracé volcano, which has increased its...","Colombian Ombudsman monet defectus in consilio evacuationis ob periculum eruptionis vulcani. Per ASTRID SUÁREZ BOGOTÁ (AP) - Status Ombudsman officium in Columbiano monuit die Veneris defectus esse in praecavens evacuatione consilii populationis in summo periculo ob eventum eruptionis vulcani Puracé, quae auxit...",https://www.bostonherald.com/2025/12/05/defensora-colombiana-advierte-falencias-en-plan-de-evacuacin-por-riesgo-de-erupcin-de-volcn/,https://www.bostonherald.com/wp-content/uploads/2018/11/Herald_BridgePhoto.jpg,,"Por ASTRID SUÁREZ

BOGOTÁ (AP) — La estatal Defensoría del Pueblo en Colombia advirtió el viernes que hay falencias en el plan de evacuación preventiva para la población en la zona de alto riesgo por… [+2857 chars]",,2025-12-12 10:31:59+00:00,eonet,Colombia,NWS,South-America
922ad10e5f70c7da660d474525966c9d,2025-12-15T06:45:29Z,Storm,tormenta litoral,www.europapress.es,es,0.9,Sturm Emilia: Der rote Alarm aufgrund von Regen an der Küste von Valencia endet und der gelbe Alarm wird in der Provinz aktiviert. Das Notfallkoordinierungszentrum (CCE) hat seine Warnungen vor meteorologischen Phänomenen aktualisiert und das Ende der roten Regenwarnung an der Küste von Valencia angeordnet. Auf diese Weise bleibt die Provinz bei Regen und Stürmen in Alarmbereitschaft.,Borrasca Emilia: finaliza la alerta roja por lluvias en el litoral de Valencia y se activa la amarilla en la provincia,"El Centro de Coordinación de Emergencias (CCE) ha actualizado sus alertas por fenómenos meteorológicos y ha decretado el fin de la alerta roja por lluvias en el litoral de Valencia. De esta forma, la provincia queda en alerta amarilla por lluvias y tormentas.","Emilia Storm: the red alert due to rain on the coast of Valencia ends and the yellow alert is activated in the province. The Emergency Coordination Center (CCE) has updated its alerts for meteorological phenomena and has decreed the end of the red alert for rain on the coast of Valencia. In this way, the province remains on yellow alert for rains and storms.",Aemilia Storm: ruber vigilat propter pluviam in extremis finibus Valentiae et in provincia flavus erectus est. Subitis Coordinatio Centre (CCE) in summis phaenomenis meteorologicis renovavit et finem rubrae intentae pluviae in ora Valentiae decrevit. Hoc modo provincia fulvis intenti imbres et tempestates manet.,https://www.europapress.es/comunitat-valenciana/noticia-borrasca-emilia-finaliza-alerta-roja-lluvias-litoral-valencia-activa-amarilla-provincia-20251215074529.html,https://img.europapress.es/fotoweb/fotonoticia_20251215074529_1200.jpg,,"VALÈNCIA 15 Dic. (EUROPA PRESS) - 
 El Centro de Coordinación de Emergencias (CCE) ha actualizado sus alertas por fenómenos meteorológicos y ha decretado el fin de la alerta roja por lluvias en el l… [+1006 chars]",,2025-12-21 20:53:55+00:00,wmo,Ecuador,NWS,South-America
e7f138deb848635f27e555028754f828,2025-12-16T08:42:15Z,Precipitation,precipitación litoral,www.europapress.es,es,0.9,"Die kantabrische Küste unterliegt einer gelben Regenwarnung, da in einer Stunde bis zu 20 Liter/m2 vorhergesagt werden. Die Küste Kantabriens steht heute Morgen unter einer gelben Regenwarnung (geringe Gefahr), da mit Niederschlagsansammlungen von bis zu 20 Litern pro Quadratmeter in einer Stunde zu rechnen ist.","El litoral cántabro, en aviso amarillo por lluvia por previsión de hasta 20 litros/m2 en una hora",El litoral de Cantabria está esta mañana en aviso amarillo (peligro bajo) por lluvia ya que se prevén acumulaciones de precipitación de hasta 20 litros por metro cuadrado en una hora.,"The Cantabrian coast, under a yellow warning for rain due to a forecast of up to 20 liters/m2 in one hour. The coast of Cantabria is under a yellow warning (low danger) this morning for rain as precipitation accumulations of up to 20 liters per square meter in one hour are expected.","Litus Cantabricum, sub croceo monitu pluviae ob praenuntiationem usque ad 20 litres/m2 in una hora. Ora Cantabriae sub fulva monitione (periculum humilis) hoc mane pluviae tam praecipitationis accumulationes usque ad 20 litras per metrum quadratam in una hora exspectatur.",https://www.europapress.es/cantabria/noticia-litoral-cantabro-aviso-amarillo-lluvia-prevision-20-litros-m2-hora-20251216094215.html,https://img.europapress.es/fotoweb/fotonoticia_20251216094215_1200.jpg,,"SANTANDER 16 Dic. (EUROPA PRESS) - 
 El litoral de Cantabria está esta mañana en aviso amarillo (peligro bajo) por lluvia ya que se prevén acumulaciones de precipitación de hasta 20 litros por metro… [+182 chars]",,2025-12-22 09:01:32+00:00,wmo,Ecuador,NWS,South-America
ea86a8c3e5205aaf8fb9083c8e8f8cc3,2025-12-16T04:31:53Z,Storm,tormenta litoral,www.europapress.es,es,0.9,"Wettervorhersage für diesen Dienstag, 16. Dezember: Gelbe Warnung vor Regen in Campo de Cartagena und Mazarrón. Die staatliche Wetterbehörde (Aemet) prognostiziert für diesen Dienstag, den 16. Dezember, einen bewölkten Himmel, begleitet von mäßigen Niederschlägen, die an der Küste örtlich heftig ausfallen und am Morgen von Stürmen begleitet werden können.","Previsión meteorológica para este martes, 16 de diciembre: aviso amarillo por lluvia en el Campo de Cartagena y Mazarrón","La Agencia Estatal de Meteorología (Aemet) prevé para este martes, 16 de diciembre, cielos cubiertos, acompañados de precipitaciones moderadas, que podrán ser localmente fuertes en el litoral y acompañadas de tormentas por la mañana.","Weather forecast for this Tuesday, December 16: yellow warning for rain in Campo de Cartagena and Mazarrón. The State Meteorological Agency (Aemet) predicts for this Tuesday, December 16, overcast skies, accompanied by moderate rainfall, which may be locally heavy on the coast and accompanied by storms in the morning.","Tempestas huius Martis ante diem tertium Idus Decembres praecognoscet: fulva admonitio pluviarum in Campo de Cartagena et Mazarrón. Publica Agency Meteorologica (Aemet) hoc die Martis ante diem tertium, XVI Kalendas Decembres, caelos demersit, cum modicis imbribus comitatur, quae localiter gravia esse possunt in maritimis et matutinis tempestatibus comitantur.",https://www.europapress.es/murcia/noticia-prevision-meteorologica-martes-16-diciembre-aviso-amarillo-lluvia-campo-cartagena-mazarron-20251216053153.html,https://s01.europapress.net/imagenes/estaticos/OpenGraph_EP_1024x512.jpg,,"MURCIA 16 Dic. (EUROPA PRESS) - 
 La Agencia Estatal de Meteorología (Aemet) prevé para este martes, 16 de diciembre, cielos cubiertos, acompañados de precipitaciones moderadas, que podrán ser local… [+760 chars]",,2025-12-23 02:33:55+00:00,wmo,Ecuador,NWS,South-America
cb78c9bdb493d98a8c0fb324e2c12a12,2025-12-15T22:21:43Z,Storm,tormenta brasil,actualidad.rt.com,es,0.9,"VIDEO: Nachbildung der Freiheitsstatue stürzt während eines Sturms in Brasilien ein. Eine Nachbildung der Freiheitsstatue in der brasilianischen Gemeinde Guaíba in der Metropolregion Porto Alegre ist an diesem Montag während eines Sturms, der starke Winde verursachte, eingestürzt. Lokalen Medien zufolge ist der Sturz des…",VIDEO: Réplica de la Estatua de la Libertad se derrumba durante una tormenta en Brasil,"Una réplica de la Estatua de la Libertad, situada en el municipio brasileño de Guaíba, en la Región Metropolitana de Porto Alegre, se derrumbó este lunes durante el paso de una tormenta que provocó fuertes vientos. De acuerdo a medios locales, la caída de la …","VIDEO: Replica of the Statue of Liberty collapses during a storm in Brazil. A replica of the Statue of Liberty, located in the Brazilian municipality of Guaíba, in the Metropolitan Region of Porto Alegre, collapsed this Monday during a storm that caused strong winds. According to local media, the fall of the…","VIDEO: Replica Statuae Libertatis in Brasilia tempestate concidit. Effigies Statuae Libertatis, in municipio Brasiliensi Guaíba, in Regione Metropolitana Porto Alegre sita, hac die Lunae in tempestate concidit quae validos ventos effecit. Secundum media localia, ruinam…",https://actualidad.rt.com/actualidad/577283-video-replica-estatua-libertad-derrumbar-brasil,https://mfes.b37m.ru/actualidad/public_images/2025.12/original/694089f759bf5b41511519d0.jpg,,"A estátua de uma loja da empresa Havan despencou nesta segunda-feira (15/12) em Guaíba, na região Metropolitana de Porto Alegre, devido a fortes rajadas de vento. A estrutura, uma réplica da Estátua … [+148 chars]",,2025-12-25 20:55:34+00:00,wmo,Brazil,SAM,South-America
d6e4ad5de8620abd13fa7ca91deb1fe0,2025-12-19T11:33:11Z,Fog,vid de niebla,www.elmundo.es,es,0.0,"An diesem Montag jährt sich zum 50. Mal das Wunder des Fluges TWA 842 in Mailand, bei dem Luciano Pavarotti seine Stimme und sein Leben hätte verlieren können. Am 22. Dezember 1975 stürzte eine TWA-Boeing 707 auf dem italienischen Flughafen nach einem Fehler des Piloten ab, der trotz starkem Nebel und Warnungen des Kontrollturms versuchte zu landen. Lesen",Este lunes se cumplen 50 años del milagro en Milán del vuelo TWA 842 en el que Luciano Pavarotti pudo perder su voz y su vida,"El 22 de diciembre de 1975, un Boeing 707 de TWA se estrelló en el aeropuerto italiano tras un error del piloto, que intentó aterrizar pese a la intensa niebla y las advertencias de la torre de control Leer","This Monday marks 50 years since the miracle in Milan of flight TWA 842 in which Luciano Pavarotti could have lost his voice and his life. On December 22, 1975, a TWA Boeing 707 crashed at the Italian airport after an error by the pilot, who attempted to land despite intense fog and warnings from the control tower. Read","Hoc Lunae marcas 50 annorum ex quo miraculum Mediolani de fuga TWA 842 in quo Luciano Pavarotti vocem et vitam amittere potuit. Die XXII mensis Decembris anno MCMLXXV, a TWA Boeing 707 in aeriportum Italiae ingruebat post errorem gubernatoris, qui ad terram quamvis intensam nebulam et monita e turri dicione temptaverat. Read",https://www.elmundo.es/cultura/musica/2025/12/19/694537e3fc6c834f648b4589.html,https://e01-phantom-elmundo.uecdn.es/b02f92d8f25a83313c2e1bd12621a150/resize/1200/f/webp/assets/multimedia/imagenes/2025/12/19/17661437273273.jpg,,"A las 11:29 de la mañana del 22 de diciembre de 1975, un Boeing 707 de la compañía estadounidense TWA se estrelló durante un intento de aterrizaje en el aeropuerto de Milán-Malpensa, procedente de Nu… [+3943 chars]",,2025-12-31 20:55:34+00:00,wmo,United States,CNA,North-America
f4ea0cb32e6ccaae313e6d6e2ed39073,2025-12-01T11:25:00Z,Drought,sequía en uruguay,www.montevideo.com.uy,es,0.0,Cerro Porteño wurde in Paraguay zum Champion gekrönt und Jorge Bava gewann seinen zweiten Titel des Jahres. Mit einem uruguayischen Spieler in der Startelf gewann das Barça-Team beim letzten Spieltag der Clausura und beendete eine vierjährige Durststrecke.,Cerro Porteño se coronó campeón en Paraguay y Jorge Bava logró su segundo título del año,"Con un jugador uruguayo como titular, el equipo azulgrana se impuso en la última fecha del Clausura y cortó una sequía de cuatro años.","Cerro Porteño was crowned champion in Paraguay and Jorge Bava won his second title of the year. With a Uruguayan player as a starter, the Barça team won on the last date of the Clausura and ended a four-year drought.","Cerro Porteño propugnator in Paraguay coronatus est et Jorge Bava suum titulum alterum anni vicit. Cum ludio ludius Uruguayan starter, turma Barça ultimo tempore Clausurae vicit et quadriennium siccitatis finivit.",https://www.montevideo.com.uy/Deportes/Cerro-Porteno-se-corono-campeon-en-Paraguay-y-Jorge-Bava-logro-su-segundo-titulo-del-ano-uc945016,https://imagenes.montevideo.com.uy/imgnoticias/202512/_W933_80/939686.jpg,,"FútbolUy. Seguinos en Twitter @futbolportaluy

Cerro Porteño se coronó campeón del Torneo Clausura del fútbol paraguayo al ganar 2-0 frente al Atlético Tembetary en el estadio Defensores del Chaco po… [+1116 chars]",,2026-01-01 17:00:31+00:00,edo,Uruguay,SES,South-America
db36db6efa472a930bfe8b7f95facb50,2025-12-31T16:41:42Z,Heat Wave,ola de calor argentina,www.nacion.com,es,0.8,"Extreme Hitzewelle und Stromausfälle: Das überwältigende Panorama, das die argentinische Hauptstadt im Dunkeln ließ. Eine Million Nutzer sind aufgrund einer Hitzewelle von einem Stromausfall in Buenos Aires betroffen",Ola de calor extremo y fallas eléctricas: El agobiante panorama que dejó a oscuras a la capital argentina,Apagón en Buenos Aires afecta a un millón de usuarios por ola de calor,Extreme heat wave and electrical failures: The overwhelming panorama that left the Argentine capital in the dark. Blackout in Buenos Aires affects one million users due to heat wave,Extremi caloris fluctus et defectiones electricas: panorama opprimens quae in tenebris capitale Argentinum reliquit. Blackout in Buenos Aires afficit decies users ex calore fluctus,https://www.nacion.com/el-mundo/ola-de-calor-extremo-y-fallas-electricas-el/RDOHPGPKDFBDLH2YFHNOXDFC4I/story/,https://www.nacion.com/resizer/v2/X5T7UH3B4NBZZG4PFJ3UCSL44M.jpg?smart=true&auth=a5de0363359440c388b6ac27cbd10dcf2911d1d1ea764fb4481484677e64002a&width=1440,,Casi un millón de usuarios quedaron sin servicio eléctrico en Buenos Aires y su poblada periferia la madrugada de este miércoles debido a problemas de tensión en medio de una fuerte demanda por el ag… [+1240 chars],,2026-01-07 13:29:44+00:00,wmo,Argentina,SES,South-America
77da69a83d34a066f6021867627ded69,2025-12-12T19:36:01Z,Fog,niebla valle del guadiana,www.espinof.com,es,0.3,"Die Rückkehr von „Frieren“, Staffel 3 von „Jujutsu Kaisen“ und vieles mehr. Die kraftvollsten Animes, die wir im Winter 2026 nicht verpassen dürfen. Es ist Zeit, sich von 2025 zu verabschieden und die Seite umzublättern … Aber seien Sie vorsichtig, 2026 wird heiß und die Winter-Anime-Saison wird extravagant. Es enthält einige der am meisten erwarteten Anime-Serien des Jahres 2026 mit einigen bemerkenswerten Neuerungen wie …","El regreso de 'Frieren', la temporada 3 de 'Jujutsu Kaisen' y mucho más. Los animes más potentes que no podemos perdernos en invierno de 2026","Ya toca despedirnos de 2025 e ir pasando página... Pero, ojo, que 2026 viene calentito y la temporada de invierno de anime va a ser flamígera. Viene cargadita de alguna de las series de anime más esperadas de todo 2026 con algunos regresos sonados como el de …","The return of 'Frieren', season 3 of 'Jujutsu Kaisen' and much more. The most powerful animes that we cannot miss in winter 2026. It's time to say goodbye to 2025 and turn the page... But, be careful, 2026 is coming hot and the winter anime season is going to be flamboyant. It comes loaded with some of the most anticipated anime series of all of 2026 with some notable returns such as...","Reditus 'Frieren', temporum 3 of 'Jujutsu Kaisen' et multo plura. Animi potentissimi quae hieme non possumus deesset 2026. Tempus est dicere vale 2025 et paginam converte... Sed cave, 2026 Veniet calidum et brumalis Anime tempus futurum est utilis. Venit oneratus cum aliquibus serie anime praeventus omnium 2026 omnium notabilium reddituum ut...",https://www.espinof.com/listas/regreso-frieren-temporada-3-jujutsu-kaisen-mucho-animes-potentes-que-no-podemos-perdernos-invierno-2026,https://i.blogs.es/88887f/animes-enero-2026/840_560.jpeg,,"Ya toca despedirnos de 2025 e ir pasando página... Pero, ojo, que 2026 viene calentito y la temporada de invierno de anime va a ser flamígera. Viene cargadita de alguna de las series de anime más esp… [+6864 chars]",,2026-01-14 08:29:35+00:00,wmo,Spain,MED,Europe
