domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.lanacion.com.ar,0.10109264748938662,0.2127642380206679,0.41252188290775244,0.23887051380634847,230.0
www.elpais.com.uy,0.08454465194078503,0.1803943637694983,0.41880808340340714,0.21533595003241182,139.0
www.abc.es,0.1093129968576397,0.17927603512941764,0.4119434916934917,0.17913904963809904,130.0
www.eldiario.es,0.10087777897875876,0.1871057852532029,0.43843789864207056,0.19867299112713616,113.0
www.latercera.com,0.033197352779495634,0.14642700122211066,0.31600129182986325,0.20555225283496736,105.0
www.elmundo.es,0.060696056130083914,0.1976856979531283,0.430927470805943,0.19302222361770505,72.0
www.europapress.es,0.06092772967772968,0.14497007869719677,0.3739753687670354,0.1743527738176045,63.0
www.bostonherald.com,0.030007215007215007,0.17281943464164407,0.36410407647907644,0.18806481910393616,50.0
www.xataka.com,0.1075265269178643,0.1806140925704472,0.42899829029464287,0.17196586279999312,47.0
www.huffingtonpost.es,0.068295089957324,0.231983623574498,0.43775344631727614,0.2010013798316327,47.0
www.nacion.com,0.10571619253762111,0.19489087336981578,0.44939171762981284,0.2393624417315402,45.0
www.elconfidencial.com,0.09704329920520398,0.17814102791078798,0.4311439016010445,0.21972970808322617,45.0
www.elespanol.com,0.17926756796994892,0.17737166033720614,0.4567888159753239,0.1663809810239226,45.0
www.montevideo.com.uy,0.0574037852391511,0.22826852220846008,0.4210242318656953,0.2788904726027517,41.0
www.libertaddigital.com,0.07146214225589226,0.19327289401663883,0.4395470328282828,0.29682006027732893,40.0
rurales.elpais.com.uy,0.10120227406338517,0.1817852621708037,0.3270631179520069,0.16658535997614102,36.0
www.mundodeportivo.com,0.09615403868618154,0.14683300609301858,0.3951364340685769,0.1638637193932776,35.0
www.elperiodico.com,0.08724124206792273,0.14937567933717988,0.331531406851785,0.16936863477843425,34.0
actualidad.rt.com,0.08475243051000628,0.2121568391506452,0.43600470797440494,0.28097816540497367,33.0
www.marca.com,0.10766161616161615,0.2373261705835212,0.3339389730639731,0.2609110636020607,30.0
es.gizmodo.com,0.09448599086099087,0.15283760381664105,0.5192935334066286,0.1497893845804316,30.0
www.df.cl,0.04692809042809043,0.14947393419368848,0.3831914081289081,0.2528795709888659,28.0
www.expansion.com,0.12183316683316683,0.14820539042326725,0.38459519647019647,0.19229575634213358,26.0
www.jornada.com.mx,0.07252943722943722,0.16444038556510904,0.36478860028860033,0.2262901398734416,25.0
www.lavozdegalicia.es,0.0456271645021645,0.17764085436564836,0.37302480158730156,0.18947245701388854,20.0
www.bbc.com,0.19864671850782964,0.24840803587881452,0.4453278819945486,0.28486206619015436,18.0
www.elfinanciero.com.mx,0.04972821067821068,0.1916634524862025,0.41701842231842234,0.29112122694698417,15.0
442.perfil.com,0.19772324897324897,0.1625723032592462,0.4252425352425352,0.12379419689854179,14.0
aristeguinoticias.com,0.06289107056964201,0.1651559022897754,0.3857344705558991,0.24152343668927095,14.0
www.elconfidencialdigital.com,0.09196178821178823,0.153219151262826,0.5006601731601731,0.21236550802181572,13.0
www.hola.com,0.2824825174825175,0.2605406971380489,0.4963493450993451,0.14291637533012938,13.0
www.eleconomista.es,0.07384777837902838,0.0990859963586199,0.37647110990860994,0.1931387612260722,12.0
www.diariobitcoin.com,-0.028770141895141894,0.20731222163480234,0.4624549062049062,0.1844885100634677,12.0
www.xataka.com.mx,0.0894534632034632,0.12165209909336322,0.453733164983165,0.2016598970253936,12.0
www.diariomotor.com,0.13402324106869562,0.12629000712080468,0.37254820936639116,0.18352273922482068,11.0
www.zonanegativa.com,0.2788567493112948,0.20774536991694917,0.449982782369146,0.11833543260907611,11.0
www.record.com.mx,0.06997819100091827,0.15973741135216946,0.35140036730945823,0.2231372450420164,11.0
www.elcomercio.com,0.04486868686868687,0.3823573976523833,0.40063636363636357,0.27448627289679645,10.0
www.dw.com,0.04882386363636364,0.15812521171042826,0.3774128787878788,0.21580624437050025,10.0
www.milenio.com,0.05291630591630592,0.17723089750066115,0.42656096681096684,0.17661972628101164,10.0
www.20minutos.es,0.07006002886002886,0.19056626120221043,0.4439392496392497,0.20707833665413605,10.0
www.motorpasion.com,0.08403006253006254,0.12382905977259437,0.45250716644466643,0.08920201836969281,10.0
www.cnnchile.com,0.12306096681096682,0.18761843271565815,0.5043280022446689,0.2709765827645233,9.0
www.espinof.com,0.30986581422692533,0.1656522047943549,0.534474279835391,0.13410161603928322,9.0
muyinteresante.okdiario.com,0.21694720643939394,0.13557977397507767,0.5134004103535353,0.10366005917473702,8.0
noticias.perfil.com,0.07987847222222222,0.2146268376496381,0.47328125,0.16256473302808622,8.0
es.ign.com,0.20181277056277055,0.2702435887875707,0.47451479076479075,0.21066205146917988,8.0
www.adslzone.net,0.13882021103896103,0.10997440668628662,0.39899589646464645,0.11343790224880049,8.0
www.elle.com,0.10776650432900434,0.2025477851282556,0.4195292207792208,0.18352142015298814,7.0
exitoina.perfil.com,0.26114718614718613,0.158970441574302,0.3893398268398269,0.16401390179782435,7.0
www.directoalpaladar.com,0.1382531584062196,0.20253853539568123,0.4482181099953209,0.1081597774044871,7.0
caras.perfil.com,0.3295475589225589,0.17748569548233611,0.44847643097643103,0.16039744222450278,6.0
www.actualidadgadget.com,0.007575757575757575,0.0659117031875212,0.3141414141414141,0.2557576954377622,6.0
www.larazon.es,0.1472895622895623,0.14810878532775423,0.42167508417508426,0.1628589101226356,6.0
www.trendencias.com,0.28554082491582494,0.18974394601817354,0.4953703703703704,0.19341494658838032,6.0
blogs.elespectador.com,0.08477182539682539,0.13899088870786444,0.5205357142857143,0.276188872634918,6.0
jenesaispop.com,0.16277777777777777,0.23220294975848865,0.23407407407407405,0.2220894665186666,5.0
autoblog.com.ar,0.10766233766233765,0.06632664737849266,0.3376363636363636,0.18285768500673927,5.0
vandal.elespanol.com,0.23034090909090907,0.17813456005953282,0.5523863636363636,0.16862568968233993,5.0
www.elcorreo.com,0.11686507936507937,0.22050570042605017,0.46911375661375665,0.22562686983808936,5.0
www.meneame.net,0.028361111111111115,0.12602038770486287,0.38263888888888886,0.3843466126725192,5.0
www.soydemac.com,0.12978787878787879,0.27879231715834596,0.6128484848484849,0.1020401620638308,5.0
www.creativosonline.org,0.4366666666666667,0.3379677828169753,0.5133333333333334,0.3182853366957949,5.0
andro4all.com,0.20482443482443485,0.1562662981659336,0.4443020683020684,0.11828115079618129,5.0
culturacolectiva.com,-0.10480952380952382,0.08856093127758333,0.6245714285714286,0.25975057807787716,5.0
www.actualidadiphone.com,0.03624242424242424,0.07051125121064789,0.37403030303030305,0.2908899457083954,5.0
www.marketingdirecto.com,0.2460606060606061,0.15303724106684524,0.6198316498316498,0.3529398624376721,5.0
forbes.com.mx,0.025595238095238095,0.06486729869440608,0.30654761904761907,0.1873289090914851,4.0
decoracion.trendencias.com,0.155,0.20928891956300946,0.5900000000000001,0.2723593758797916,4.0
www.jotdown.es,0.1416155303030303,0.0486069616653521,0.37670454545454546,0.21439182013443772,4.0
noticiaslatam.lat,0.14252570346320348,0.09723018745548521,0.33577516233766236,0.08422830209378726,4.0
www.todocircuito.com,0.08890624999999999,0.29852518345400947,0.5825,0.3156606828014326,4.0
www.cronista.com,0.07291847041847042,0.18689684402907317,0.43388167388167387,0.11866562176871152,4.0
peru21.pe,-0.053125,0.24512315026593529,0.4180555555555555,0.08635717531505448,4.0
republica.com,0.09670138888888888,0.10730065586219308,0.37777777777777777,0.16563337097410932,4.0
www.xatakahome.com,0.1204809253246753,0.24336288544710313,0.5319899891774892,0.12586422729383234,4.0
wwwhatsnew.com,0.14507102272727274,0.0703688094801513,0.4173329274891775,0.09918712183415736,4.0
www.vanitatis.elconfidencial.com,0.3566666666666667,0.22722969289539016,0.5855555555555555,0.06185406959874127,3.0
www.vidaextra.com,0.27568027210884355,0.0309060915737861,0.5041950113378685,0.054505763553970084,3.0
www.sopitas.com,0.17708333333333334,0.12629537138523064,0.4096527777777778,0.24361644608056726,3.0
www.excelsior.com.mx,0.12555555555555556,0.12176175888153852,0.36185185185185187,0.07223361733466649,3.0
www.educaciontrespuntocero.com,0.11734006734006734,0.10579228424467874,0.21659652076318744,0.18907670932069526,3.0
www.criptonoticias.com,0.0699074074074074,0.05178774145112966,0.2877314814814815,0.06655927886388686,3.0
www.formulatv.com,0.006060606060606062,0.11355299972504677,0.4424242424242424,0.07613919035910448,3.0
www.compradiccion.com,-0.059259259259259255,0.1780861522988342,0.6046296296296296,0.17153886728784765,2.0
www.culturaocio.com,0.025000000000000005,0.03535533905932738,0.23645833333333333,0.06334498248129489,2.0
www.elnacional.cat,-0.1763888888888889,0.2612366719383634,0.42222222222222217,0.1846334373098207,2.0
www.elotrolado.net,0.1855681818181818,0.07344268159142095,0.40397727272727274,0.25954032991278964,2.0
www.tribuna.com.mx,0.02291666666666666,0.032409060804383424,0.28541666666666665,0.4036401209273209,2.0
fronterasblog.com,0.0,0.0,0.8125,0.2651650429449553,2.0
yorokobu.es,-0.125,0.3181980515339464,0.495,0.2192031021678297,2.0
www.autoblog.com.uy,0.03787878787878787,0.053568695544435406,0.11723484848484848,0.16579511271002761,2.0
www.applesfera.com,-0.118125,0.25721009165660663,0.773125,0.2501390238447412,2.0
ciencia.unam.mx,-0.09375,0.04419417382415922,0.75,0.3535533905932738,2.0
www.zonammorpg.com,0.1693181818181818,0.04660476512365882,0.44772727272727275,0.009642365197998378,2.0
elpais.com,0.1691152597402597,0.270541044176379,0.3927083333333333,0.3314563036811941,2.0
www.elclip.org,0.0,1.0,0.0,1.0,1.0
www.clarin.com,0.0,1.0,0.0,1.0,1.0
www.androidsis.com,0.0,1.0,0.0,1.0,1.0
togetter.com,0.0,1.0,0.0,1.0,1.0
www.trecebits.com,0.0,1.0,0.0,1.0,1.0
www.blogdechollos.com,0.0,1.0,0.0,1.0,1.0
www.infosalus.com,0.0,1.0,0.0,1.0,1.0
hipertextual.com,0.0,1.0,0.0,1.0,1.0
www.puntodebreak.com,0.0,1.0,0.0,1.0,1.0
www.prnewswire.com,0.0,1.0,0.0,1.0,1.0
elchapuzasinformatico.com,0.0,1.0,0.0,1.0,1.0
www.motorpasion.com.mx,0.0,1.0,0.0,1.0,1.0
blogmaldito.com,0.0,1.0,0.0,1.0,1.0
www.enriquedans.com,0.0,1.0,0.0,1.0,1.0
www.marketingguerrilla.es,0.0,1.0,0.0,1.0,1.0
www.enter.co,0.0,1.0,0.0,1.0,1.0
volcanicas.com,0.0,1.0,0.0,1.0,1.0
www.fabio.com.ar,0.0,1.0,0.0,1.0,1.0
www.hipersonica.com,0.0,1.0,0.0,1.0,1.0
www.hosteltur.com,0.0,1.0,0.0,1.0,1.0
www.lamarea.com,0.0,1.0,0.0,1.0,1.0
generacionxbox.com,0.0,1.0,0.0,1.0,1.0
